,FUENTE DE ABASTECIMIENTO,AFLUENTE
21368,MANANTIAL MANANTIAL CORRAL DEL ISOTE,SIN DATO
21369,MANANTIAL PASO DE LOS LUCAS,SIN DATO
21370,PRESA NUEVA Y LOS GUAYABOS,SIN DATO
21371,BORDO LA CANTERA Y EL CASCO,SIN DATO
21372,MANANTIAL JALPILLA,SIN DATO
21373,ARROYO EL BONETILLO,SIN DATO
21374,RIO EL MOSCO,SIN DATO
21375,ARROYO EL TORO MUERTO,SIN DATO
21376,"BORDO ""PRESA DE LA LAJA DE ARRIBA""",SIN DATO
21377,MANANTIAL EL COXOTE,SIN DATO
21378,EL COBANO,SIN DATO
21379,MANANTIAL EL CALZONUDO O EL EMBUDO,SIN DATO
21380,MANANTIAL OJO DE AGUA DEL BUEY,SIN DATO
21381,ARROYO LA CANALETA,SIN DATO
21382,PRESA LA ALEGRIA,SIN DATO
21383,PRESA SAN PEDRO,SIN DATO
21384,MANANTIAL ZACATECAS,SIN DATO
21385,MANANTIAL RANCHO DE SAN ANTONIO,SIN DATO
21386,MANANTIAL EL TANQUE N_ 1,SIN DATO
21387,MANANTIAL EL TANQUE N_ 2,SIN DATO
21388,RIO EL TRIANGULO,SIN DATO
21389,ARROYO LA COFRADIA DE PIMIENTA,SIN DATO
21390,MANANTIAL CHIPILPITAN,SIN DATO
21391,"MANANTIAL OJO DE AGUA "" DONDE NACE AL AGUA""",SIN DATO
21392,ARROYO TECOLOTE,SIN DATO
21393,ARROYO MILPILLAS,SIN DATO
21394,ARROYO CERRO DE LA TINA,SIN DATO
21395,RIO AHUISCULCO,SIN DATO
21396,ARROYO OJO DE AGUA DEL TERRERO,SIN DATO
21397,ARROYO OJO DE AGUA EL TERRERO,SIN DATO
21398,ARROYO AHUISCULCO,SIN DATO
21399,ARROYO EL GALOPE,SIN DATO
21400,PRESA EL OCOTILLO,SIN DATO
21401,RIO TRES ALAMEDAS,SIN DATO
21402,PRESA SANTA RITA,SIN DATO
21403,PRESA EL CARNERO,SIN DATO
21404,ARROYO SONORAL,SIN DATO
21405,PRESA PAZ SAUCILLO,SIN DATO
21406,"PRESA ""EL ZAPOTE""",SIN DATO
21407,MANANTIAL LAS GUAYABILLAS,SIN DATO
21408,MANANTIAL MENGUARO,SIN DATO
21409,MANANTIAL BARRANCA LA VENADA,SIN DATO
21410,BORDO PALO SOLO,SIN DATO
21411,MANANTIAL POTRERO DE DIOS BARRANCA DE PALOS V,SIN DATO
21412,ESCURRIMIENTO DEL CERRO EL LOBO,SIN DATO
21413,BORDO LA PUERTA BLANCA,SIN DATO
21414,MANANTIAL CERRO DE LOS GALLOS,SIN DATO
21415,AGUA PLUVIAL,SIN DATO
21416,TANQUE EL MILAGRO,SIN DATO
21417,PRESA EL SAUZ DE ABAJO,SIN DATO
21418,RIO AYUQUILLA,SIN DATO
21419,MARGEN DERECHA DEL RIO SAN JERONIMO,SIN DATO
21420,MARGEN DERECHA PRESA EL RAYO,SIN DATO
21421,MARGEN IZQUIERDA PRESA EL RAYO,SIN DATO
21422,ARROYO EL TISCALAMAR,SIN DATO
21423,ARROYO LAS SOLEDAD Y ARROYO LA VIRGEN,SIN DATO
21424,PRESA LAS TABERNITAS,SIN DATO
21425,PRESA BORDO 1 SIN NOMBRE,SIN DATO
21426,PRESA BORDO 2 SIN NOMBRE,SIN DATO
21427,PRESA BORDO 3 SIN NOMBRE,SIN DATO
21428,PRESA BORDO 4 SIN NOMBRE,SIN DATO
21429,BORDO DE LA MESA DEL OCOTE,SIN DATO
21430,MANANTIAL CALDERA,SIN DATO
21431,MANANTIAL LA CALDERA,SIN DATO
21432,MANANTIAL EL QUELEQUE,SIN DATO
21433,MANANTIAL LA MESA 1,SIN DATO
21434,MANANTIAL LA MESA II,SIN DATO
21435,MANANTIAL LA MESA III,SIN DATO
21436,RIO SAN FRANCISCO,SIN DATO
21437,RIO LOS ALISOS,SIN DATO
21438,MANANTIAL FRESNAL I,SIN DATO
21439,MANANTIAL FRESNAL II,SIN DATO
21440,MANANTIAL FRESNAL III,SIN DATO
21441,MANANTIAL FRESNAL IV,SIN DATO
21442,RIO PASO DEL RIO,SIN DATO
21443,MANANTIAL LAS CHIRIMOYAS,SIN DATO
21444,PRESA DERIVADORA (RIO MASCOTA),SIN DATO
21445,RIO TEPALCALTEPEC,SIN DATO
21446,RIO TEPALCATEPEC,SIN DATO
21447,PRESA BORDO I,SIN DATO
21448,PRESA BORDO 5,SIN DATO
21449,ARROYO BARRANCA DE LOS TOROS,SIN DATO
21450,Arroyo el Epazote,SIN DATO
21451,CANAL LOS RIEGOS,SIN DATO
21452,PRESA BORDO VENADITAS,SIN DATO
21453,PRESA BORDO LAS CANTERAS,SIN DATO
21454,ARROYO PALO VERDE,SIN DATO
21455,ARROYO EL SATELITE,SIN DATO
21456,ARROYO EL CORRAL FALSO,SIN DATO
21457,MANATIAL LAS CANOAS,SIN DATO
21458,OJO DE AGUA EL LLORADERO,SIN DATO
21459,ARROYO BARRANCA VERDE,SIN DATO
21460,ARROYO LAS RENTERIAS,SIN DATO
21461,ARROYO LAS CANOYITAS,SIN DATO
21462,RIO PIEDRA DEL PATO,SIN DATO
21463,RIO LOS RASTROJOS,SIN DATO
21464,PRESA LA CAÑADA,SIN DATO
21465,PRESA TACOTAN,SIN DATO
21466,PRESA TRIGOMIL,SIN DATO
21467,ARROYO NOGALITO,SIN DATO
21468,ARROYO EL TULILLO,SIN DATO
21469,MANANTIAL ARCO DE PIEDRA,SIN DATO
21470,ESTERO EL RODEO,SIN DATO
21471,ARROYO DEL CERRITO,SIN DATO
21472,"MANANTIAL DENOMINADO ""EL CALVARIO"".",SIN DATO
21473,CANAL PRINCIPAL EL TULE,SIN DATO
21474,MANANTIAL OJO DE AGUA LAS PALOMAS DEL CARRIZO,SIN DATO
21475,MANANTIAL LA EZPERANZA,SIN DATO
21476,MANANTIAL LA TINAJITA N° 1,SIN DATO
21477,MANANTIAL LA TINAJITA N° 2,SIN DATO
21478,MANANTIAL EL TABARDILLO,SIN DATO
21479,RIO SAN IGNACIO,SIN DATO
21480,ARROYO EL CAPULIN RENCO,SIN DATO
21481,RIO LOS LETREROS,SIN DATO
21482,MANANTIAL EL RINCON DEL AGUA,SIN DATO
21483,ARROYO LOS RUCIOS Y PRESA EL HIGUERAL,SIN DATO
21484,BORDO LA GRULLA,SIN DATO
21485,ARROYO PALMILLA DE ARRIBA,SIN DATO
21486,CANAL DE PRESA SAN JOAQUIN,SIN DATO
21487,ARROYO LAS AURAS,SIN DATO
21488,ESTERO EL PELIBUEY,SIN DATO
21489,PRESA TEXCALAME,SIN DATO
21490,ARROYO LAS BECERRAS,SIN DATO
21491,ARROYO AYO,SIN DATO
21492,ESTERO EL COLORADO PACIFICO,SIN DATO
21493,MANANTIAL OJO DE AGUA LA PIEDRA,SIN DATO
21494,BORDO EL LIMBO,SIN DATO
21495,MANANTIAL PAPALLITOS,SIN DATO
21496,ARROYO LA PAPAYOZA,SIN DATO
21497,MANANTIAL EL MISTERIO,SIN DATO
21498,ARROYO DEL CUIJE,SIN DATO
21499,GALERIA MISMALOYA (RIO MISMALOYA),SIN DATO
21500,GALERIA No.- 1 RIO CUALE,SIN DATO
21501,GALERIA No.- 2 RIO CUALE,SIN DATO
21502,GALERIA No.- 3 RIO CUALE,SIN DATO
21503,GALERIA LAS PALMAS (RIO LAS PALMAS),SIN DATO
21504,MANANTIAL EL SUDOR,SIN DATO
21505,MANANTIAL DE ARROYO HONDO,SIN DATO
21506,PRESA GACHUPINES,SIN DATO
21507,ARROYO LA CHICHIMECA,SIN DATO
21508,MANATIAL LAS CANTERAS,SIN DATO
21509,ARROYO LA GALLINA,SIN DATO
21510,ARROYO LOS FORTINES,SIN DATO
21511,ARROYO EL TARAZCO,SIN DATO
21512,ARROYO LUMBRE,SIN DATO
21513,MANANTIAL OJO DE AGUA GRANDE SE SOSOCOLA,SIN DATO
21514,MANANTAL # 1 LOS AGUACATES,SIN DATO
21515,MANANTIAL # 2 EL FRESNO,SIN DATO
21516,MANANTIAL # 1 LA PARADA,SIN DATO
21517,MANANTIAL # 2 LAS LIMAS,SIN DATO
21518,MANANTIAL # 3 LOS SAUCES,SIN DATO
21519,MANANTIAL # 3 LA CALERA,SIN DATO
21520,"MANANTIAL Y ARROYO ""LA PARRITA""",SIN DATO
21521,MANANTIAL LA HORTALIZA,SIN DATO
21522,MANANTIAL AGUA AZUL 1,SIN DATO
21523,MANANTIAL AGUA AZUL 2,SIN DATO
21524,MANANTIAL SAN ANTONIO ARROYO ZARCO,SIN DATO
21525,MANANTIAL LA ALAMEDA,SIN DATO
21526,"BORDO ""PROBORDO""",SIN DATO
21527,BORDO ACAZUCHITLAN,SIN DATO
21528,MANANTIAL EL TINACO,SIN DATO
21529,MANANTIAL LOS CHORRITOS,SIN DATO
21530,MANANTIAL IZCUA,SIN DATO
21531,MANANTIAL BOSOQUI,SIN DATO
21532,MANANTIAL EL TALAMO,SIN DATO
21533,BORDO EL MEDRANO,SIN DATO
21534,MANANTIAL SALITRERA,SIN DATO
21535,MANANTIAL NUSTEJE,SIN DATO
21536,MANANTIAL EL AHUEHUETE,SIN DATO
21537,"BORDOS OCOTILLOS,PINOS Y LA PALMA",SIN DATO
21538,"BORDOS LANO DEL CAMINO, LOS TEPETATES, BORDO",SIN DATO
21539,"BORDOS EL AHOGADO, EL CHARCO Y LA BARRANCA",SIN DATO
21540,BORDO LOS LLORONES,SIN DATO
21541,BORDO EL GORRION,SIN DATO
21542,BORDO EL MENCHE,SIN DATO
21543,BORDO LA CAÑADITA,SIN DATO
21544,MANANTIAL DUOGRINGO LA CANOA,SIN DATO
21545,MANANTIAL EL TOGUE,SIN DATO
21546,BORDO LA FLORIDA,SIN DATO
21547,PRESA HERMANOS HERNANDEZ,SIN DATO
21548,ARROYO HONDIGA,SIN DATO
21549,ARROYO LOS CAPULLOS,SIN DATO
21550,BORDO GRANDE III,SIN DATO
21551,RIO TEJALPA,SIN DATO
21552,RIO VERDIGUEL,SIN DATO
21553,PRESA LA JORDANA,SIN DATO
21554,PRESA ARROYO ZARCO,SIN DATO
21555,MANANTIAL LAS FUENTES,SIN DATO
21556,BORDO EL PANTEON,SIN DATO
21557,MANANTIAL OJO DE AGUA I,SIN DATO
21558,MANANTIAL CUAHTI,SIN DATO
21559,MANANTIAL EL CABLE,SIN DATO
21560,BORDO LA CAÑADA,SIN DATO
21561,MANANTIAL OJO DE LA PEÑA,SIN DATO
21562,RIO TEMOAYA,SIN DATO
21563,MANANTIAL OJO DE BOMBA,SIN DATO
21564,MANANTIAL IGLESIA VIEJA,SIN DATO
21565,MANANTIAL ARROYO ZARCO CENTRO,SIN DATO
21566,MANANTIAL KIJOMÜ,SIN DATO
21567,MANANTIAL LA MANCHA,SIN DATO
21568,MANANTIAL SEGUNDO CHORRITO,SIN DATO
21569,MANANTIAL OJO DE AGUA EL TEJOCOTE,SIN DATO
21570,MANANTIAL LA ALCANTARILLA 1,SIN DATO
21571,MANANTIAL LA ALCANTARILLA 2,SIN DATO
21572,MANANTIAL LA ALCANTARILLA 3,SIN DATO
21573,MANANTIAL PRINCIPAL,SIN DATO
21574,MANANTIAL PEÑITAS 3,SIN DATO
21575,MANANTIAL AGUA DIONDA,SIN DATO
21576,RIO ALMOLOYA,SIN DATO
21577,BORDO EL ANCON,SIN DATO
21578,MANANTIAL MEZCLA I,SIN DATO
21579,MANANTIAL MEZCLA II,SIN DATO
21580,MANANTIAL BORREGO,SIN DATO
21581,MANANTIAL LA MULA I,SIN DATO
21582,MANANTIAL LA MULA II,SIN DATO
21583,MANANTIAL ADOBES,SIN DATO
21584,MANANTIAL CEDROS,SIN DATO
21585,MANANTIAL EL CHORRITO 1,SIN DATO
21586,MANANTIAL CHORRITO 2,SIN DATO
21587,MANANTIAL CHORRITO 3,SIN DATO
21588,CANAL DE RIEGO CAHUACAN,SIN DATO
21589,CANAL CUAMATLA,SIN DATO
21590,MANANTIAL PEÑAS SAN ISIDRO,SIN DATO
21591,MANANTIAL POZO LIPA,SIN DATO
21592,"MANANTIALES PALO DE ARAÑA, ALCANTARILLA, OYAM",SIN DATO
21593,MANANTIAL LA FRAMBUAYANA,SIN DATO
21594,MANANTIAL PIEDRA DE LA SILLA,SIN DATO
21595,"MANANTIAL ""AGUA DE GALLINAS""",SIN DATO
21596,MANANTIALES CASAS VIEJAS,SIN DATO
21597,"MANAT. LA AGüITA, LOS AJOLOTES, EL PATIO",SIN DATO
21598,MANANTIALES LAS VEGAS 1 Y 2,SIN DATO
21599,MANANTIAL CHIMICAS,SIN DATO
21600,MANANTIAL BARRANCA DE JESUS,SIN DATO
21601,MANANTIAL VUELTA A CASA,SIN DATO
21602,MANANTIAL LAS CULEBRAS,SIN DATO
21603,MANANTIAL XOXOCOTL,SIN DATO
21604,RIO TILOXTOC (PRESA IXTAPANTONGO),SIN DATO
21605,"MANANTIAL ""SAN JOSE""",SIN DATO
21606,"MANANTIAL EL ""TANQUE O CARRIZAL""",SIN DATO
21607,"MANATIALES A. TIBIA, PIEDRAS LISAS, LA PEÑA,",SIN DATO
21608,ARROYO LA LADERA,SIN DATO
21609,"MANANTIAL ""LAS JOYITAS""",SIN DATO
21610,MANATIAL LA CHILLONA,SIN DATO
21611,MANANTIAL RINCON DE AGUIRRE,SIN DATO
21612,"MANANTIAL ""PLATANO CERRO DEL ENCANTO""",SIN DATO
21613,MANANTIAL CONFITES,SIN DATO
21614,"ARROYO ""LA HORTALIZA""",SIN DATO
21615,"ARROYO LAS VIRGENES Y MANANTIALES LAS PILAS """,SIN DATO
21616,ARROYO TEMOZOLOAPA,SIN DATO
21617,"MANANTIALES EL SALITRE I, II, III y IV",SIN DATO
21618,"MANANTIALES OJO DE AGUA, A. LOS AMARGOS 1 Y",SIN DATO
21619,ARROYO TLACIPEHUALCO,SIN DATO
21620,RIO HUILACOTES O TEXCALTITLAN,SIN DATO
21621,"MANANTIALES LA HUERTA, POZO DEL CEDRO Y DEL T",SIN DATO
21622,ARROYO EL AHUEHUETE O LAS MARIANAS Y MANANTIA,SIN DATO
21623,MANANTIAL MINA DE REZAGO,SIN DATO
21624,MANANTIAL HUEXUTITLA,SIN DATO
21625,"MANANTIALES AGUA CALIENTE 1, 2 y 3",SIN DATO
21626,MANANTIAL LA MESA O LA TRINIDAD,SIN DATO
21627,"MANANTIALES LOS SAUCES 1, 2 y 3",SIN DATO
21628,MANANTIAL SAN ONOFRE,SIN DATO
21629,"MANANTIALES AGUA CLARA 1, 2 y 3",SIN DATO
21630,ARROYO ACALCO,SIN DATO
21631,MANANTIAL LA MAQUINITA,SIN DATO
21632,MANANTIAL SAN FRANCISCO DE LA HUERTA,SIN DATO
21633,MANANTIAL BARRANCA DEL JOCOYOL,SIN DATO
21634,"MANANTIALES LA CIENEGA, POZO QUE HIERVE",SIN DATO
21635,MANANTIAL MICHI,SIN DATO
21636,ARROYO CAÑADA OSCURA,SIN DATO
21637,MANANTIAL JOYAS DE DON ABEL,SIN DATO
21638,MANANTIAL CHATZINGO,SIN DATO
21639,MANANTIAL EL GUARDA Y EL TSIREJE,SIN DATO
21640,MANANTIALES BARRANCA DE DON VICENTE 1 Y 3,SIN DATO
21641,"MANANTIALES EL CHORRITO, LA PEÑA. AGUA ZARCA",SIN DATO
21642,"ARROYO ""ABEL"" O ""BOLAÑOS""",SIN DATO
21643,MANANTIAL EL MEMBRILLO Nº 1,SIN DATO
21644,MANANTIAL LA ROQUITA,SIN DATO
21645,ARROYO SALTO DE LA MULA,SIN DATO
21646,MANANTIAL XOCOYOLES,SIN DATO
21647,ARROYO EL MANZANO,SIN DATO
21648,",MANANTIAL AGUA BENDITA",SIN DATO
21649,MANANTIAL EL BITOQUE,SIN DATO
21650,ARROYO BARRANCA HONDA O TEJOCOTE,SIN DATO
21651,MANANTIAL EL CALVARITO,SIN DATO
21652,MANANTIAL TECHIMALCO,SIN DATO
21653,MANANTIALES EL TEPEHUICO,SIN DATO
21654,RIO CHIQUIHUITERO,SIN DATO
21655,RIO TEQUESQUIPAN O VADO,SIN DATO
21656,MANANTIALES EL MOLINO,SIN DATO
21657,MANANTIAL BARRANCA DE LA MORA,SIN DATO
21658,"MANANTIAL ""DONDE NACE EL AGUA""",SIN DATO
21659,"MANANTIAL ""EL OJITO"" O ""EL FRESNO""",SIN DATO
21660,RIO TINTOJO II,SIN DATO
21661,RIO TINTOJO I,SIN DATO
21662,RIO LOS HOYOS,SIN DATO
21663,"MANANTIAL ""TIYAXI""",SIN DATO
21664,MANANTIAL LA OCOTALERA Y BCA. LOS AGUACATES,SIN DATO
21665,MANANTIAL LOBERAS O TRINCHERAS,SIN DATO
21666,AGUAS NEGRAS DE ZACUALPAN,SIN DATO
21667,"MANANTIALES EL MOLINO, LA CIENEGA Y EL RINCON",SIN DATO
21668,MANANTIALES LAS CANDELITAS Y ARROYO EL MUERTO,SIN DATO
21669,RIO ZACANGO,SIN DATO
21670,BARRANCA DE ZOTZOCOLA,SIN DATO
21671,"MANANTIALES ""EL CLACHICHIL 1 Y 2"" O ""XOMULCO""",SIN DATO
21672,"MANANTIALES EL BARRANCO 1,2,3 Y 4.",SIN DATO
21673,"MANANTIALES LOS PLATANOS, SN LUIS Y LOS MIMBR",SIN DATO
21674,MANANTIAL LA HORTIGUERA,SIN DATO
21675,"MANANTIAL ""PRESA LOS ALBARRANES""",SIN DATO
21676,"MANANTIAL ""LOS GACHUPINES""",SIN DATO
21677,"RIO ""PASO COLORADO""",SIN DATO
21678,MANANTIAL OJO DE AGUA O EL ZAPATERO,SIN DATO
21679,ARROYO SANTA ROSA O JURICA,SIN DATO
21680,MANANTIAL EL CAPIR,SIN DATO
21681,ARROYO BENTEY,SIN DATO
21682,ARROYO EL POTRERO Y EL TEPOZAN,SIN DATO
21683,MANANTIALES CHINACO I Y II,SIN DATO
21684,RIO RINCON PRIETO,SIN DATO
21685,MANANTIALES LA COCINERA,SIN DATO
21686,ARROYO ABEL O BOLAÑOS,SIN DATO
21687,MANANTIALES LA HUERTA,SIN DATO
21688,"BORDOS LA PRESITA, SN. BENITO, LA MERCED, STA",SIN DATO
21689,PRESA GRANDE Y BORDO MEDIANO,SIN DATO
21690,MANANTIALES Y ARROYO JOYAS DE DON PORFIRIO,SIN DATO
21691,ARROYO DOÑA BRUNA,SIN DATO
21692,MANANTIAL DE PALA,SIN DATO
21693,ARROYO LOS MOLCAJATES,SIN DATO
21694,MANANTIAL DENEDE,SIN DATO
21695,MANATILALES LOS AILES 1 Y 2,SIN DATO
21696,"MANATIALES CAS VIEJA, TEPEHUASTITLA Y SANTA C",SIN DATO
21697,MANANTIAL LA CIENEGA O LOS MANGOS,SIN DATO
21698,MANANTIAL 3 ENCINOS O LA CAÑADA,SIN DATO
21699,PRESA EL SALTO,SIN DATO
21700,MANANTIAL PASO DE SAN JOSE,SIN DATO
21701,MANANTIAL EL RATON,SIN DATO
21702,ARROYO LOS PINZANES Y LA RAYUELA,SIN DATO
21703,"ARROYO PALO VERDE, LA SIERRITA O AGUA ZARCA",SIN DATO
21704,"MANANTIALES EL TANQUE1 Y 2, EL SAUZ, EL NARAN",SIN DATO
21705,"ARROYO EL SALTO (MANTIALES EL MANGO, AGUACATE",SIN DATO
21706,BORDO EL CONVENTO,SIN DATO
21707,BORDO SAN ANTONIO I,SIN DATO
21708,BORDO EL CERRILLO,SIN DATO
21709,MANANTIALES AGUA GRANDE Y AGUA CHICA,SIN DATO
21710,BORDO TARIJERA,SIN DATO
21711,"PRESA LA COFRADIA Y EL MANGO, MANT. EL SAUZ E",SIN DATO
21712,ARROYO LOS ARRAYANES Y EL ZAPOTE,SIN DATO
21713,MANANTIALES LA FABRICA Y EL BANCO,SIN DATO
21714,MANANTIAL CADENSHE,SIN DATO
21715,"MANANTIAL ""LA GARITA""",SIN DATO
21716,BORDOS PIXLE Y SHOTE,SIN DATO
21717,PRESA GRANDE Y SAN MIGUEL,SIN DATO
21718,BORDO ÑAGUI,SIN DATO
21719,PRESA HUEREJE,SIN DATO
21720,PRESA EL CARMEN,SIN DATO
21721,ARROYOS EL MOLINO Y TIERRAS BLANCAS 1 Y 2,SIN DATO
21722,MANANTIAL MANILA,SIN DATO
21723,"MANANTIALES CHIQUIZULCO, EL SABINO, COLORIN Y",SIN DATO
21724,PRESA EL GUARDA,SIN DATO
21725,PRESA CUENDO,SIN DATO
21726,RIO IXTAPAN O CHIQUITO,SIN DATO
21727,"PRESA EL MUERTO, LA NOPALERA Y CHICA",SIN DATO
21728,BORDO LOS CEDROS II,SIN DATO
21729,PRESAS LA ROSA Y LA CUEVA,SIN DATO
21730,BORDO SAN ANTONIO Y EL ZOPILOTE,SIN DATO
21731,MANANTIAL EL OCOTE Y BORDOS CAPEJAY Y TEPETAT,SIN DATO
21732,PRESA FONDO,SIN DATO
21733,BORDO DAN JOSE,SIN DATO
21734,"BORDOS SAN IGNACIO, SN. ANTONIO Y SN. LUIS",SIN DATO
21735,BORDO LIMBERG,SIN DATO
21736,BORDO EL RANCHO,SIN DATO
21737,BORDO SAN PEDRO EL CHICO,SIN DATO
21738,BORDOS LA TRINIDAD. LA CARRERA Y LA LUZ,SIN DATO
21739,MANANTIAL RANCHO ARRIAGA,SIN DATO
21740,MANANTIALES EL MANGUITO Y LA PEDRERA,SIN DATO
21741,BORDO REGATON,SIN DATO
21742,BORDO SAN ROMAN,SIN DATO
21743,BORDO SAN ANTONIO III,SIN DATO
21744,BORDO SAN FERNANDO,SIN DATO
21745,BORDO LA VAQUITA,SIN DATO
21746,RIO AMANALCO,SIN DATO
21747,RIO LA ASUNCION,SIN DATO
21748,RIO IXTAPAN,SIN DATO
21749,"BORDOS LA ALMENDRA, LOS ARBOLES Y EL TECOMATE",SIN DATO
21750,MANANTIALES LOS ARANA Y JUNTA DE LOS RIOS,SIN DATO
21751,"BORDOS LA ESTACION, LAS CUATAS, SAN FRANCISCO",SIN DATO
21752,"ARROYOS SANTA ROSA , JAZMIN Y PEÑA BLANCA",SIN DATO
21753,BORDO SAN CRISTOBAL,SIN DATO
21754,BORDO LA BANDERA,SIN DATO
21755,BORDO LOS ARBOLES,SIN DATO
21756,BORDO BENITO JUAREZ,SIN DATO
21757,BORDO EL GARAMBULLO,SIN DATO
21758,RIO CHALMA,SIN DATO
21759,MANANTIAL ZARZAMORA,SIN DATO
21760,PRESA EL ANCON,SIN DATO
21761,"BORDO ALEGRE, SAN CARLOS, LOS ANGELES, CHIQUI",SIN DATO
21762,"MANANTIALES TEXANDEJE, SEGUAYAN, CAPOTZI, CAP",SIN DATO
21763,MANANTIAL JOYA DEL ESCOBAL,SIN DATO
21764,"MANANTIAL ""LA GUANANCHA""",SIN DATO
21765,MANANTIAL LA ACEITUNA,SIN DATO
21766,"MANANTIALES BOSANA, LOS COLUMPIOS Y EL AGUA",SIN DATO
21767,"MANANTIALES PASO ANCHO, TABERNALES Y EL AREN",SIN DATO
21768,"MANANTIAL "" PALO AMARILLO """,SIN DATO
21769,"MANANTIAL "" EL RINCON """,SIN DATO
21770,"MANANTIAL ""OJO DE AGUA O EL ZAPATERO""",SIN DATO
21771,"ARROYOS ""EL CABALLITO"" Y ""PEÑUELAS""",SIN DATO
21772,RIO PIEDRA GRANDE,SIN DATO
21773,RIO SALITRE O SALADO,SIN DATO
21774,PRESA NUEVA DOLORES,SIN DATO
21775,MANANTIAL ACAHUALTZINGO,SIN DATO
21776,MANANTIAL LOS SABINOS Y BORDO LAS ANIMAS,SIN DATO
21777,MANANTIAL RETZIMI,SIN DATO
21778,"MANANTIAL ""JOYAS DE LOCUILANCHE""",SIN DATO
21779,RIO LOS OCOTES,SIN DATO
21780,"MANANTIAL "" ZAJOY""",SIN DATO
21781,"MANANTIAL ""LAS PEÑITAS"" Y RIO ""HACIENDA NUEVA",SIN DATO
21782,"MANANTIAL "" LAS PEÑITAS """,SIN DATO
21783,MANANTIAL LAS PEÑITAS Y RIO HACIENDA NUEVA,SIN DATO
21784,"ARROYO "" LOS HOYOS """,SIN DATO
21785,MANANTIAL LOS PANTANITOS,SIN DATO
21786,MANANTIAL QUEQUIXTLA,SIN DATO
21787,MANANTIAL PEDREGAL No.2,SIN DATO
21788,PRESA SAN MARTIN MORELOS,SIN DATO
21789,MANANTIAL Y RIO CAÑADA OBSCURA,SIN DATO
21790,RIO NIXINI O LOS CANDADOS,SIN DATO
21791,ARROYO EL CAJETE,SIN DATO
21792,"MANANTIALES LA LECHUGUILLA, EL ESCOBAL Y LA J",SIN DATO
21793,MANATIAL QUEQUIXTLA,SIN DATO
21794,MANANTIAL LOS TRES VENEROS ENTRE DOS PEÑAS,SIN DATO
21795,MANTIALES AGUA BENDITA 1 Y 2,SIN DATO
21796,RIO CHAPINGO,SIN DATO
21797,PRESA MADIN,SIN DATO
21798,AGUAS RESIDUALES FRACCIONAMIENTO VILLA DE LAS,SIN DATO
21799,CANAL MARCELO,SIN DATO
21800,TAJO DE NOCHISTONGO,SIN DATO
21801,PRESA TEPETITLAN,SIN DATO
21802,MANANTIAL LAS FUENTES Y EL NANCY,SIN DATO
21803,PRESA LA HITRON,SIN DATO
21804,RIO LAS FLORES O MOLINO DE GUADALUPE,SIN DATO
21805,PRESA ÑADO,SIN DATO
21806,ARROYO LOS PINOS O LA LAGUNA,SIN DATO
21807,MANANTIALES EL SALTO,SIN DATO
21808,RIO LA GAVIA,SIN DATO
21809,RIO LAS FLORES O MOLINO D GUADALUPE,SIN DATO
21810,ARROYO CAPULMANCA,SIN DATO
21811,RIO MOLINO DE GUADALUPE,SIN DATO
21812,BORDO MOXTEJE,SIN DATO
21813,MANANTIAL CHICHOTLA,SIN DATO
21814,MANANTIAL LOS TERRONES III,SIN DATO
21815,MANANTIAL LAS AVELLANAS,SIN DATO
21816,MANANTIAL LA CEIBA PELADA,SIN DATO
21817,MANANTIAL CONOITAS,SIN DATO
21818,MANANTIAL LOS FRESNOS N° 3,SIN DATO
21819,MANATIAL AGUA FRIA I,SIN DATO
21820,MANANTIAL EL MANGO DE LA PILA,SIN DATO
21821,MANANTIAL SALTO DEL BRUJO,SIN DATO
21822,MANANTIAL CLAUDIA CECILIA,SIN DATO
21823,MANANTIAL LOMA DE ENMEDIO,SIN DATO
21824,MANANTIAL LA LINEA 1,SIN DATO
21825,MANANTIAL EL MANZAN0,SIN DATO
21826,MANANTIAL LA LAGUNITA O TLACOMULCO,SIN DATO
21827,MANANTIAL LAS EXCAVACIONES,SIN DATO
21828,MANANTIAL TEXCALCO,SIN DATO
21829,MANANTIAL RINCON DE CRISTO,SIN DATO
21830,MANANTIAL PUERTO DE LAS MAJADAS,SIN DATO
21831,MANANTIAL EL LIMON CERRO DEL ENCANTO,SIN DATO
21832,MANANTIAL LOS NANCIALES,SIN DATO
21833,MANANTIAL AMAHUASTLE,SIN DATO
21834,MANANTIAL LA PEÑA DE LA ESTRELLA,SIN DATO
21835,MANANTIAL EL COQUILLO,SIN DATO
21836,MANANTIAL RINCON DE LOS AGUILARES,SIN DATO
21837,MANANTIAL PUENTECILLAS,SIN DATO
21838,MANANTIAL LOS CIMIENTOS,SIN DATO
21839,MANANTIAL BARRANCA DEL COLCHON,SIN DATO
21840,MANANTIAL EL POCITO N° 2,SIN DATO
21841,MANANTIAL JOYA DE IXTACAPA,SIN DATO
21842,MANANTAL ACAHUATITLAN,SIN DATO
21843,MANANTIAL PEÑA BLANCA I,SIN DATO
21844,MANANTIAL LA CAÑADA EL POTRERO DE LOS CABALLO,SIN DATO
21845,MANANTIAL LAS BELLOTAS,SIN DATO
21846,ARROYO AHUEHUETE,SIN DATO
21847,MANATIAL EL ORTIGO,SIN DATO
21848,MANANTIAL EL VENTURERO,SIN DATO
